service_date_key,assigned_sm_code,job_count,haversine_km,osrm_km,km_ratio,haversine_min,osrm_min,min_ratio
2026-02-03,AI102977,5,30.82,42.83,1.389,36.99,59.16,1.599
2026-02-03,AI103128,3,44.07,62.68,1.422,52.89,70.69,1.337
2026-02-03,AI103146,4,32.58,47.55,1.459,39.1,62.28,1.593
2026-02-03,AI103261,4,54.19,71.95,1.328,65.03,87.65,1.348
2026-02-03,AI103264,3,39.15,52.61,1.344,46.99,72.27,1.538
2026-02-03,AI103317,4,88.25,118.01,1.337,105.9,133.72,1.263
2026-02-03,AI105115,1,79.78,109.93,1.378,95.74,101.08,1.056
2026-02-03,AI105116,5,64.33,86.33,1.342,77.2,110.22,1.428
2026-02-03,JMOTOS2,4,88.38,115.36,1.305,106.05,115.61,1.09
2026-02-04,40324200,3,58.76,81.12,1.381,70.51,84.26,1.195
2026-02-04,AI005576,4,38.64,55.35,1.433,46.36,60.98,1.315
2026-02-04,AI102087,2,49.91,61.2,1.226,59.9,69.85,1.166
2026-02-04,AI102315,4,38.05,57.22,1.504,45.66,68.92,1.51
2026-02-04,AI102448,3,30.18,43.99,1.458,36.21,58.71,1.621
2026-02-04,AI102608,2,66.48,94.45,1.421,79.78,89.9,1.127
2026-02-04,AI102933,2,79.22,100.0,1.262,95.07,84.6,0.89
2026-02-04,AI102961,4,50.04,67.16,1.342,60.05,85.92,1.431
2026-02-04,AI102977,4,23.12,38.04,1.646,27.74,55.01,1.983
2026-02-04,AI103128,3,31.95,50.63,1.585,38.34,65.67,1.713
2026-02-04,AI103146,2,21.07,30.09,1.428,25.29,35.48,1.403
2026-02-04,AI103261,2,47.05,61.06,1.298,56.46,61.67,1.092
2026-02-04,AI103264,3,81.08,100.35,1.238,97.3,102.95,1.058
2026-02-04,AI103317,3,110.96,141.52,1.275,133.15,138.24,1.038
2026-02-04,AI105115,2,44.2,79.38,1.796,53.04,91.94,1.733
2026-02-04,AI105116,2,44.66,69.86,1.564,53.6,71.2,1.328
2026-02-04,JMOTOS2,4,21.22,39.0,1.838,25.46,55.12,2.165
2026-02-05,40324200,5,70.97,98.18,1.383,85.17,128.59,1.51
2026-02-05,AI005576,5,32.57,49.2,1.511,39.09,71.57,1.831
2026-02-05,AI102087,3,55.88,74.19,1.328,67.05,80.93,1.207
2026-02-05,AI102315,4,114.63,143.85,1.255,137.56,144.75,1.052
2026-02-05,AI102448,3,64.01,84.33,1.318,76.81,96.06,1.251
2026-02-05,AI102608,3,30.39,45.15,1.486,36.47,58.53,1.605
2026-02-05,AI102933,1,5.88,6.67,1.134,7.06,9.09,1.288
2026-02-05,AI102961,4,41.76,58.14,1.392,50.11,80.95,1.615
2026-02-05,AI102977,3,25.02,35.7,1.427,30.02,47.71,1.589
2026-02-05,AI103128,3,55.01,73.05,1.328,66.02,80.19,1.215
2026-02-05,AI103146,4,38.95,58.24,1.495,46.74,72.38,1.548
2026-02-05,AI103261,4,28.61,37.6,1.314,34.33,50.02,1.457
2026-02-05,AI103264,3,68.49,90.42,1.32,82.19,97.58,1.187
2026-02-05,AI103317,4,154.31,220.58,1.429,185.17,205.65,1.111
2026-02-05,AI105115,1,29.77,43.64,1.466,35.72,43.24,1.21
2026-02-05,AI105116,3,97.66,128.92,1.32,117.19,125.19,1.068
2026-02-05,JMOTOS2,5,34.25,52.84,1.543,41.1,65.36,1.59
2026-02-06,40324200,4,79.11,108.66,1.374,94.93,131.87,1.389
2026-02-06,AI005576,4,37.66,51.51,1.368,45.2,60.12,1.33
2026-02-06,AI102087,2,21.71,33.24,1.531,26.05,38.51,1.478
2026-02-06,AI102315,4,56.47,79.86,1.414,67.76,97.29,1.436
2026-02-06,AI102448,3,59.24,83.83,1.415,71.08,88.75,1.249
2026-02-06,AI102608,2,45.16,66.74,1.478,54.19,68.65,1.267
2026-02-06,AI102933,1,85.81,98.78,1.151,102.97,73.59,0.715
2026-02-06,AI102961,2,67.78,83.43,1.231,81.33,86.92,1.069
2026-02-06,AI102977,3,20.64,30.22,1.464,24.77,38.11,1.539
2026-02-06,AI103128,3,34.85,47.74,1.37,41.82,59.9,1.432
2026-02-06,AI103146,4,38.27,58.11,1.518,45.92,73.54,1.601
2026-02-06,AI103261,2,78.73,99.35,1.262,94.47,85.12,0.901
2026-02-06,AI103264,5,59.97,85.69,1.429,71.97,106.13,1.475
2026-02-06,AI103317,1,53.55,71.6,1.337,64.26,75.79,1.179
2026-02-06,AI105115,1,115.8,152.68,1.318,138.96,124.11,0.893
2026-02-06,AI105116,2,69.35,90.58,1.306,83.22,94.87,1.14
2026-02-06,JMOTOS2,5,54.87,72.74,1.326,65.84,76.71,1.165
2026-02-07,40324200,1,15.22,18.98,1.247,18.26,27.18,1.488
2026-02-07,AI102315,1,9.11,15.77,1.73,10.94,18.39,1.682
2026-02-07,AI102448,1,26.7,36.56,1.37,32.03,38.06,1.188
2026-02-07,AI102608,1,42.7,53.6,1.255,51.24,51.62,1.007
2026-02-07,AI102961,1,73.34,95.0,1.295,88.01,87.87,0.998
2026-02-07,AI102977,1,4.54,11.76,2.591,5.45,16.04,2.944
2026-02-07,AI103128,1,8.47,11.54,1.363,10.16,15.98,1.573
2026-02-07,JMOTOS2,1,23.0,32.86,1.429,27.6,29.77,1.079
2026-02-09,40324200,4,99.48,128.07,1.287,119.37,144.45,1.21
2026-02-09,AI005576,3,38.19,51.56,1.35,45.82,58.84,1.284
2026-02-09,AI102087,2,54.54,72.11,1.322,65.45,72.43,1.107
2026-02-09,AI102315,2,24.71,39.17,1.586,29.65,48.81,1.646
2026-02-09,AI102448,2,21.3,28.58,1.342,25.56,37.14,1.453
2026-02-09,AI102608,3,32.1,47.41,1.477,38.52,59.95,1.556
2026-02-09,AI102933,2,44.3,56.32,1.271,53.16,48.25,0.908
2026-02-09,AI102961,3,36.88,48.42,1.313,44.25,62.45,1.411
2026-02-09,AI102977,3,48.82,67.11,1.375,58.58,62.11,1.06
2026-02-09,AI103128,2,70.21,103.39,1.473,84.25,104.87,1.245
2026-02-09,AI103146,4,29.48,56.8,1.926,35.38,77.47,2.19
2026-02-09,AI103261,3,44.91,60.69,1.351,53.9,74.62,1.385
2026-02-09,AI103264,3,68.7,83.38,1.214,82.44,97.62,1.184
2026-02-09,AI103317,2,48.73,61.17,1.255,58.47,71.63,1.225
2026-02-09,AI105115,1,127.9,176.65,1.381,153.48,144.93,0.944
2026-02-09,AI105116,2,53.09,64.42,1.213,63.71,74.15,1.164
2026-02-09,JMOTOS2,4,53.14,77.89,1.466,63.76,89.9,1.41
2026-02-10,40324200,5,46.75,60.51,1.294,56.1,78.61,1.401
2026-02-10,AI005576,4,24.06,37.77,1.57,28.88,43.09,1.492
2026-02-10,AI102087,3,56.98,76.88,1.349,68.37,87.33,1.277
2026-02-10,AI102315,5,143.65,185.68,1.293,172.38,184.17,1.068
2026-02-10,AI102448,3,56.99,77.67,1.363,68.39,84.34,1.233
2026-02-10,AI102608,3,29.01,53.39,1.84,34.81,76.48,2.197
2026-02-10,AI102933,3,61.07,76.47,1.252,73.29,83.14,1.134
2026-02-10,AI102961,1,14.93,21.18,1.418,17.92,25.14,1.403
2026-02-10,AI102977,5,66.15,92.01,1.391,79.38,102.88,1.296
2026-02-10,AI103128,1,12.8,17.34,1.354,15.37,27.46,1.787
2026-02-10,AI103146,2,12.4,17.23,1.39,14.88,21.46,1.443
2026-02-10,AI103261,4,86.24,107.58,1.247,103.49,117.52,1.136
2026-02-10,AI103317,2,39.96,48.57,1.215,47.95,51.02,1.064
2026-02-10,AI105115,4,101.98,154.71,1.517,122.38,182.73,1.493
2026-02-10,AI105116,2,47.11,58.14,1.234,56.53,71.51,1.265
2026-02-10,JMOTOS2,3,68.65,99.72,1.453,82.38,115.28,1.399
2026-02-11,40324200,4,39.34,56.46,1.435,47.2,70.67,1.497
2026-02-11,AI005576,3,29.92,44.14,1.475,35.9,54.63,1.522
2026-02-11,AI102087,3,42.87,62.49,1.458,51.44,71.61,1.392
2026-02-11,AI102315,3,65.7,87.62,1.334,78.84,96.86,1.229
2026-02-11,AI102448,2,50.12,63.62,1.269,60.14,81.11,1.349
2026-02-11,AI102608,2,40.19,52.52,1.307,48.22,63.19,1.31
2026-02-11,AI102933,3,12.66,21.05,1.663,15.19,37.04,2.438
2026-02-11,AI102961,2,22.26,28.65,1.287,26.72,42.15,1.578
2026-02-11,AI102977,4,24.18,31.93,1.321,29.01,46.72,1.61
2026-02-11,AI103128,3,124.03,156.04,1.258,148.83,146.83,0.987
2026-02-11,AI103146,2,18.11,24.61,1.359,21.73,29.57,1.361
2026-02-11,AI103261,3,57.85,73.96,1.279,69.42,86.94,1.252
2026-02-11,AI103264,3,15.47,26.42,1.708,18.56,37.34,2.012
2026-02-11,AI103317,2,55.72,78.44,1.408,66.87,78.06,1.167
2026-02-11,AI105115,1,43.61,57.54,1.32,52.33,54.14,1.035
2026-02-11,AI105116,2,14.31,19.37,1.354,17.17,28.33,1.65
2026-02-11,JMOTOS2,5,57.96,79.32,1.369,69.55,93.61,1.346
2026-02-12,40324200,3,133.92,171.85,1.283,160.71,167.09,1.04
2026-02-12,AI005576,2,29.25,35.49,1.213,35.1,41.14,1.172
2026-02-12,AI102087,3,68.19,86.97,1.275,81.82,106.62,1.303
2026-02-12,AI102315,2,110.23,148.55,1.348,132.28,138.34,1.046
2026-02-12,AI102448,3,79.13,109.92,1.389,94.95,122.42,1.289
2026-02-12,AI102608,3,21.8,30.98,1.421,26.15,39.68,1.517
2026-02-12,AI102933,1,11.57,15.45,1.336,13.88,19.11,1.377
2026-02-12,AI102961,2,13.9,24.37,1.754,16.68,30.32,1.818
2026-02-12,AI102977,5,67.16,94.44,1.406,80.59,112.27,1.393
2026-02-12,AI103128,3,24.6,35.45,1.441,29.52,42.42,1.437
2026-02-12,AI103146,2,95.07,113.81,1.197,114.09,98.53,0.864
2026-02-12,AI103261,4,57.15,74.56,1.305,68.58,97.81,1.426
2026-02-12,AI103264,3,36.37,47.93,1.318,43.65,65.89,1.51
2026-02-12,AI103317,2,50.12,73.13,1.459,60.14,86.61,1.44
2026-02-12,AI105116,3,17.62,23.02,1.306,21.15,30.77,1.455
2026-02-12,JMOTOS2,4,124.78,180.86,1.449,149.73,176.59,1.179
2026-02-13,40324200,3,80.14,111.95,1.397,96.17,121.14,1.26
2026-02-13,AI005576,3,58.33,81.77,1.402,70.0,93.06,1.329
2026-02-13,AI102087,3,40.47,49.85,1.232,48.57,58.23,1.199
2026-02-13,AI102315,2,49.61,60.7,1.224,59.53,62.76,1.054
2026-02-13,AI102448,3,47.71,63.29,1.326,57.26,72.84,1.272
2026-02-13,AI102608,2,19.62,30.55,1.557,23.54,28.52,1.212
2026-02-13,AI102933,2,43.64,55.62,1.275,52.37,58.89,1.125
2026-02-13,AI102961,1,22.75,32.66,1.436,27.3,34.71,1.271
2026-02-13,AI102977,4,46.57,67.25,1.444,55.89,91.53,1.638
2026-02-13,AI103128,1,28.99,41.83,1.443,34.78,44.2,1.271
2026-02-13,AI103146,2,18.71,27.02,1.444,22.45,35.17,1.567
2026-02-13,AI103261,1,63.35,82.51,1.303,76.02,72.76,0.957
2026-02-13,AI103264,1,14.64,19.56,1.336,17.57,24.23,1.379
2026-02-13,AI103317,1,100.78,130.08,1.291,120.93,100.3,0.829
2026-02-13,AI105115,1,92.52,114.1,1.233,111.02,97.99,0.883
2026-02-13,AI105116,3,55.3,70.09,1.267,66.36,85.06,1.282
2026-02-13,JMOTOS2,2,95.67,124.76,1.304,114.8,101.83,0.887
2026-02-14,AI102961,1,43.49,53.96,1.241,52.19,57.06,1.093
2026-02-14,AI102977,1,18.75,24.45,1.304,22.5,30.71,1.365
2026-02-14,AI103128,1,18.13,37.55,2.071,21.76,40.49,1.861
2026-02-16,AI005576,2,43.73,65.68,1.502,52.47,61.61,1.174
2026-02-16,AI102315,1,18.77,23.94,1.276,22.52,25.45,1.13
2026-02-16,AI102933,1,5.43,6.79,1.25,6.52,8.36,1.283
2026-02-16,AI102961,1,117.08,172.5,1.473,140.5,152.71,1.087
2026-02-16,AI102977,1,24.03,30.5,1.269,28.83,35.64,1.236
2026-02-16,AI103261,1,32.98,38.55,1.169,39.57,42.89,1.084
2026-02-16,AI103317,2,34.1,43.62,1.279,40.92,62.23,1.521
2026-02-16,AI105115,1,87.38,107.83,1.234,104.86,97.23,0.927
2026-02-16,JMOTOS2,2,47.57,64.68,1.36,57.09,66.46,1.164
2026-02-17,40324200,4,117.45,153.39,1.306,140.94,156.81,1.113
2026-02-17,AI005576,4,38.49,53.42,1.388,46.19,67.0,1.45
2026-02-17,AI102087,4,53.99,67.64,1.253,64.79,85.12,1.314
2026-02-17,AI102315,3,85.72,109.52,1.278,102.86,113.31,1.102
2026-02-17,AI102448,4,94.18,131.0,1.391,113.01,152.14,1.346
2026-02-17,AI102608,4,61.43,82.76,1.347,73.72,91.43,1.24
2026-02-17,AI102933,5,72.36,101.87,1.408,86.83,110.42,1.272
2026-02-17,AI102961,4,107.75,141.85,1.316,129.3,144.5,1.118
2026-02-17,AI102977,4,18.0,30.35,1.686,21.6,50.21,2.325
2026-02-17,AI103128,4,54.84,77.77,1.418,65.81,94.73,1.439
2026-02-17,AI103146,4,43.38,61.31,1.413,52.06,79.01,1.518
2026-02-17,AI103261,3,51.18,75.47,1.475,61.41,93.58,1.524
2026-02-17,AI103264,3,51.62,75.76,1.468,61.94,94.34,1.523
2026-02-17,AI103317,4,74.65,98.31,1.317,89.58,109.36,1.221
2026-02-17,AI105115,4,100.09,128.42,1.283,120.11,130.98,1.091
2026-02-17,AI105116,4,97.61,128.46,1.316,117.14,136.02,1.161
2026-02-17,JMOTOS2,5,106.94,142.3,1.331,128.33,146.7,1.143
2026-02-18,40324200,4,86.22,123.29,1.43,103.46,132.26,1.278
2026-02-18,AI005576,3,26.03,38.03,1.461,31.23,48.62,1.557
2026-02-18,AI102087,2,36.47,45.52,1.248,43.76,53.4,1.22
2026-02-18,AI102315,3,45.85,66.69,1.454,55.03,71.29,1.296
2026-02-18,AI102448,2,26.87,35.5,1.321,32.24,40.59,1.259
2026-02-18,AI102608,3,58.32,108.22,1.856,69.99,107.39,1.534
2026-02-18,AI102933,2,84.74,98.78,1.166,101.69,86.31,0.849
2026-02-18,AI102961,3,21.77,34.83,1.6,26.12,46.19,1.768
2026-02-18,AI102977,3,36.45,51.61,1.416,43.74,61.05,1.396
2026-02-18,AI103128,2,51.31,73.1,1.425,61.58,84.84,1.378
2026-02-18,AI103146,3,18.65,29.11,1.561,22.38,36.05,1.611
2026-02-18,AI103261,3,54.18,78.69,1.452,65.02,92.33,1.42
2026-02-18,AI103264,2,42.12,52.63,1.249,50.55,66.0,1.306
2026-02-18,AI103317,2,23.94,33.79,1.412,28.73,48.38,1.684
2026-02-18,AI105115,1,75.2,96.14,1.278,90.25,85.98,0.953
2026-02-18,AI105116,2,30.66,42.03,1.371,36.79,51.09,1.389
2026-02-18,JMOTOS2,3,42.1,60.87,1.446,50.52,59.26,1.173
2026-02-19,40324200,5,48.06,78.32,1.63,57.67,93.06,1.614
2026-02-19,AI005576,3,46.95,74.23,1.581,56.34,82.69,1.468
2026-02-19,AI102087,4,58.23,86.23,1.481,69.87,109.71,1.57
2026-02-19,AI102315,4,74.24,99.08,1.335,89.09,109.01,1.224
2026-02-19,AI102448,3,50.52,65.66,1.3,60.62,70.83,1.168
2026-02-19,AI102608,3,43.78,60.92,1.391,52.54,76.54,1.457
2026-02-19,AI102933,1,17.99,22.09,1.228,21.59,20.9,0.968
2026-02-19,AI102961,2,124.67,167.01,1.34,149.6,153.23,1.024
2026-02-19,AI102977,4,41.39,59.36,1.434,49.67,79.8,1.607
2026-02-19,AI103128,3,30.88,41.93,1.358,37.06,47.99,1.295
2026-02-19,AI103146,3,147.66,180.58,1.223,177.19,153.03,0.864
2026-02-19,AI103261,3,63.45,82.29,1.297,76.14,92.28,1.212
2026-02-19,AI103264,3,57.04,68.05,1.193,68.44,85.27,1.246
2026-02-19,AI103317,4,92.75,117.35,1.265,111.3,132.44,1.19
2026-02-19,AI105115,4,97.21,135.02,1.389,116.65,149.59,1.282
2026-02-19,AI105116,4,80.59,108.58,1.347,96.7,118.64,1.227
2026-02-19,JMOTOS2,3,42.71,67.6,1.583,51.25,72.83,1.421
2026-02-20,40324200,3,73.02,92.01,1.26,87.62,104.64,1.194
2026-02-20,AI005576,1,12.32,17.14,1.391,14.78,20.35,1.376
2026-02-20,AI102087,3,77.35,109.73,1.419,92.82,108.9,1.173
2026-02-20,AI102315,3,111.11,140.32,1.263,133.33,136.82,1.026
2026-02-20,AI102448,4,31.62,45.26,1.431,37.95,55.84,1.471
2026-02-20,AI102608,2,41.23,57.75,1.401,49.47,51.74,1.046
2026-02-20,AI102933,1,22.72,26.03,1.146,27.26,28.18,1.034
2026-02-20,AI102961,1,6.31,12.59,1.994,7.58,18.01,2.377
2026-02-20,AI102977,4,32.9,48.81,1.484,39.48,72.95,1.848
2026-02-20,AI103128,5,46.85,78.07,1.667,56.22,98.55,1.753
2026-02-20,AI103146,2,13.34,20.09,1.506,16.01,24.37,1.522
2026-02-20,AI103261,3,178.91,232.33,1.299,214.69,214.42,0.999
2026-02-20,AI103264,2,87.57,107.64,1.229,105.08,105.75,1.006
2026-02-20,AI103317,2,34.2,44.55,1.303,41.04,56.12,1.367
2026-02-20,AI105116,3,23.04,34.88,1.514,27.65,49.77,1.8
2026-02-20,JMOTOS2,3,63.18,81.92,1.297,75.82,85.56,1.128
2026-02-21,AI005576,1,32.08,47.6,1.484,38.5,48.18,1.252
2026-02-21,AI102977,1,25.82,35.77,1.385,30.99,45.36,1.464
2026-02-22,AI102961,1,29.11,37.88,1.301,34.93,41.37,1.184
2026-02-23,40324200,5,41.02,57.9,1.412,49.22,74.94,1.523
2026-02-23,AI005576,5,63.56,88.3,1.389,76.27,101.3,1.328
2026-02-23,AI102087,3,80.11,101.83,1.271,96.14,109.14,1.135
2026-02-23,AI102315,4,68.88,89.98,1.306,82.66,105.05,1.271
2026-02-23,AI102448,3,37.41,49.38,1.32,44.9,63.17,1.407
2026-02-23,AI102608,3,72.89,95.18,1.306,87.47,110.1,1.259
2026-02-23,AI102961,3,30.28,41.56,1.373,36.33,55.42,1.525
2026-02-23,AI102977,4,14.42,24.14,1.675,17.3,38.29,2.213
2026-02-23,AI103128,3,89.61,111.72,1.247,107.53,113.77,1.058
2026-02-23,AI103146,4,70.54,100.14,1.42,84.64,110.61,1.307
2026-02-23,AI103261,2,28.32,31.93,1.127,33.99,34.48,1.014
2026-02-23,AI103264,4,43.48,56.0,1.288,52.17,79.33,1.52
2026-02-23,AI103317,3,93.11,126.14,1.355,111.73,139.6,1.249
2026-02-23,AI105116,4,91.0,119.58,1.314,109.2,137.41,1.258
2026-02-23,JMOTOS2,4,29.15,42.1,1.444,34.98,45.02,1.287
2026-02-24,40324200,5,77.95,107.76,1.382,93.54,137.84,1.474
2026-02-24,AI005576,3,35.86,46.97,1.31,43.04,57.16,1.328
2026-02-24,AI102087,4,32.4,45.59,1.407,38.88,58.09,1.494
2026-02-24,AI102315,5,34.58,51.45,1.488,41.49,67.25,1.621
2026-02-24,AI102448,3,74.31,112.28,1.511,89.17,122.05,1.369
2026-02-24,AI102608,5,63.1,82.38,1.306,75.71,105.3,1.391
2026-02-24,AI102933,2,20.93,30.59,1.462,25.11,41.81,1.665
2026-02-24,AI102961,3,36.42,60.17,1.652,43.7,81.51,1.865
2026-02-24,AI102977,3,21.78,33.29,1.529,26.13,47.86,1.831
2026-02-24,AI103128,3,27.34,36.67,1.341,32.81,44.86,1.367
2026-02-24,AI103146,5,52.31,77.1,1.474,62.78,85.3,1.359
2026-02-24,AI103261,4,99.96,126.57,1.266,119.95,135.74,1.132
2026-02-24,AI103264,2,148.41,177.78,1.198,178.1,164.36,0.923
2026-02-24,AI103317,3,81.47,104.54,1.283,97.76,125.64,1.285
2026-02-24,AI105115,2,116.62,148.17,1.271,139.95,149.25,1.066
2026-02-24,AI105116,4,48.01,65.03,1.354,57.61,77.33,1.342
2026-02-24,JMOTOS2,5,91.39,127.26,1.392,109.67,136.97,1.249
2026-02-25,40324200,5,71.39,109.92,1.54,85.67,127.9,1.493
2026-02-25,AI005576,4,47.5,64.24,1.353,57.0,70.44,1.236
2026-02-25,AI102087,3,28.99,41.02,1.415,34.79,48.96,1.407
2026-02-25,AI102315,5,42.6,61.98,1.455,51.12,75.82,1.483
2026-02-25,AI102448,2,22.07,32.63,1.479,26.48,39.9,1.507
2026-02-25,AI102608,3,44.96,55.09,1.225,53.95,65.77,1.219
2026-02-25,AI102933,3,45.54,57.45,1.262,54.65,57.37,1.05
2026-02-25,AI102961,4,51.11,76.08,1.489,61.33,97.81,1.595
2026-02-25,AI102977,3,16.75,24.63,1.471,20.1,39.6,1.971
2026-02-25,AI103128,5,80.17,115.41,1.44,96.21,138.73,1.442
2026-02-25,AI103146,5,33.83,51.27,1.516,40.59,73.3,1.806
2026-02-25,AI103261,4,92.59,122.68,1.325,111.11,129.36,1.164
2026-02-25,AI103264,4,222.51,327.94,1.474,267.02,305.63,1.145
2026-02-25,AI103317,3,82.45,113.21,1.373,98.94,122.06,1.234
2026-02-25,AI105116,3,27.81,43.88,1.578,33.37,57.32,1.718
2026-02-25,JMOTOS2,5,43.79,58.55,1.337,52.55,67.94,1.293
2026-02-26,40324200,4,150.7,210.75,1.398,180.84,211.3,1.168
2026-02-26,AI005576,5,65.52,89.51,1.366,78.63,113.17,1.439
2026-02-26,AI102087,2,49.3,58.26,1.182,59.16,68.92,1.165
2026-02-26,AI102315,2,54.43,68.67,1.262,65.31,72.6,1.112
2026-02-26,AI102448,2,41.36,50.7,1.226,49.63,63.3,1.275
2026-02-26,AI102608,2,3.1,6.96,2.246,3.72,13.06,3.512
2026-02-26,AI102933,4,112.65,142.89,1.268,135.18,130.71,0.967
2026-02-26,AI102961,2,12.69,18.97,1.495,15.23,27.18,1.785
2026-02-26,AI102977,2,15.23,23.97,1.574,18.28,32.66,1.787
2026-02-26,AI103128,1,2.66,3.71,1.395,3.19,6.86,2.149
2026-02-26,AI103146,1,22.68,29.31,1.292,27.22,27.62,1.015
2026-02-26,AI103261,2,53.21,75.03,1.41,63.85,75.68,1.185
2026-02-26,AI103264,2,53.23,74.27,1.395,63.88,87.79,1.374
2026-02-26,AI103317,3,54.8,71.52,1.305,65.76,79.49,1.209
2026-02-26,AI105115,3,168.14,218.8,1.301,201.76,203.56,1.009
2026-02-26,AI105116,3,80.45,99.15,1.232,96.54,101.49,1.051
2026-02-26,JMOTOS2,4,62.96,87.48,1.389,75.55,85.56,1.132
2026-02-27,40324200,4,57.82,81.61,1.412,69.38,102.77,1.481
2026-02-27,AI005576,4,41.52,53.99,1.3,49.82,63.85,1.282
2026-02-27,AI102087,2,61.05,77.31,1.266,73.26,93.1,1.271
2026-02-27,AI102315,2,50.87,63.03,1.239,61.05,70.21,1.15
2026-02-27,AI102448,3,69.19,91.97,1.329,83.03,103.44,1.246
2026-02-27,AI102608,4,56.35,76.61,1.36,67.62,90.86,1.344
2026-02-27,AI102933,4,88.95,109.29,1.229,106.74,103.59,0.971
2026-02-27,AI102961,3,23.02,35.15,1.527,27.62,47.05,1.703
2026-02-27,AI102977,3,96.82,134.79,1.392,116.19,139.89,1.204
2026-02-27,AI103128,2,28.45,40.86,1.436,34.14,53.57,1.569
2026-02-27,AI103146,2,33.94,45.78,1.349,40.73,52.68,1.293
2026-02-27,AI103261,3,45.84,57.46,1.254,55.01,63.7,1.158
2026-02-27,AI103264,3,48.65,62.37,1.282,58.38,76.99,1.319
2026-02-27,AI103317,4,44.39,67.27,1.515,53.27,96.59,1.813
2026-02-27,AI105115,3,129.94,168.63,1.298,155.93,167.3,1.073
2026-02-27,AI105116,2,11.11,15.85,1.426,13.33,20.02,1.501
2026-02-27,JMOTOS2,2,35.89,54.55,1.52,43.07,50.62,1.175
2026-02-28,AI102961,1,8.98,11.28,1.257,10.77,15.47,1.436
2026-03-02,40324200,3,86.71,116.23,1.34,104.06,113.09,1.087
2026-03-02,AI005576,4,55.04,81.48,1.48,66.04,87.69,1.328
2026-03-02,AI102087,1,25.76,30.51,1.185,30.91,34.23,1.108
2026-03-02,AI102315,2,27.92,36.62,1.312,33.5,39.93,1.192
2026-03-02,AI102448,2,21.95,31.36,1.429,26.34,42.01,1.595
2026-03-02,AI102608,1,22.59,29.2,1.293,27.11,34.77,1.283
2026-03-02,AI102933,3,75.34,94.41,1.253,90.41,93.38,1.033
2026-03-02,AI102961,3,16.12,25.14,1.559,19.35,39.72,2.053
2026-03-02,AI102977,1,27.28,35.6,1.305,32.74,43.17,1.319
2026-03-02,AI103128,2,59.01,79.38,1.345,70.81,69.88,0.987
2026-03-02,AI103146,2,54.19,83.55,1.542,65.03,76.3,1.173
2026-03-02,AI103261,3,57.67,74.38,1.29,69.2,81.74,1.181
2026-03-02,AI103264,2,20.29,30.96,1.526,24.35,44.88,1.843
2026-03-02,AI103317,3,57.98,77.81,1.342,69.58,70.52,1.014
2026-03-02,AI105115,4,181.17,235.78,1.301,217.4,226.37,1.041
2026-03-02,AI105116,2,28.13,35.39,1.258,33.75,44.18,1.309
2026-03-02,JMOTOS2,3,49.55,64.48,1.301,59.47,71.81,1.208
2026-03-03,AI102087,1,12.75,15.92,1.248,15.31,18.02,1.177
2026-03-03,AI102315,1,35.47,42.66,1.203,42.56,47.96,1.127
2026-03-03,AI102448,1,6.77,11.78,1.741,8.12,16.12,1.985
2026-03-03,AI102961,1,15.4,19.75,1.283,18.48,21.52,1.165
2026-03-03,AI102977,1,29.46,40.61,1.379,35.35,38.57,1.091
2026-03-03,AI103128,1,9.08,12.1,1.333,10.89,17.76,1.63
2026-03-03,AI103264,1,70.17,88.26,1.258,84.21,88.96,1.056
2026-03-04,40324200,1,2.48,3.24,1.306,2.98,5.43,1.823
2026-03-04,AI005576,1,3.63,7.58,2.086,4.36,9.32,2.137
2026-03-04,AI102315,1,34.59,50.79,1.468,41.51,49.45,1.191
2026-03-04,AI102448,1,19.52,26.24,1.344,23.42,31.47,1.344
2026-03-04,AI102608,1,5.86,7.32,1.249,7.04,8.87,1.261
2026-03-04,AI102933,1,15.57,22.01,1.414,18.68,21.07,1.128
2026-03-04,AI102961,2,27.39,39.03,1.425,32.87,46.86,1.426
2026-03-04,AI102977,1,15.92,20.08,1.261,19.11,25.64,1.342
2026-03-04,AI103128,1,39.84,47.47,1.192,47.8,42.36,0.886
2026-03-04,AI103146,1,13.79,16.33,1.184,16.55,19.04,1.151
2026-03-04,AI103264,1,15.83,18.54,1.171,19.0,23.32,1.228
2026-03-04,AI103317,1,22.7,29.71,1.309,27.24,36.98,1.357
2026-03-04,JMOTOS2,1,14.64,22.57,1.542,17.57,22.75,1.295
2026-03-05,40324200,2,32.82,40.5,1.234,39.38,54.4,1.381
2026-03-05,AI005576,1,17.9,27.74,1.55,21.48,28.1,1.308
2026-03-05,AI102933,1,21.52,25.69,1.194,25.82,25.42,0.985
2026-03-05,AI102977,1,7.12,10.66,1.498,8.54,13.69,1.603
2026-03-05,AI103261,1,23.49,30.86,1.314,28.19,35.93,1.274
2026-03-05,AI105116,1,9.36,12.23,1.306,11.24,15.84,1.41
2026-03-05,JMOTOS2,2,36.5,55.88,1.531,43.8,56.43,1.288
2026-03-06,AI005576,1,39.61,57.67,1.456,47.53,52.2,1.098
2026-03-06,AI102961,1,20.38,27.34,1.341,24.46,34.0,1.39
2026-03-06,JMOTOS2,2,34.13,51.17,1.499,40.96,54.07,1.32
2026-03-09,AI005576,1,67.32,97.79,1.453,80.78,88.58,1.097
2026-03-09,AI102087,1,10.88,12.38,1.138,13.05,14.3,1.096
