STRATEGIC_CITY_NAME,POSTAL_CODE,total_service_count,peak_daily_service_count,active_service_days,latitude,longitude,engineer_count,service_day_count,service_count,region_seq,region_id,distance_to_region_center_km,required_sm_count,max_radius_km,avg_radius_km,service_gap_pct
"Las Vegas, NV",89104,34,7,23,36.15348428236025,-115.10308140248446,4,63,0.54,1,las_vegas_nv_r01,7.400131275021338,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89106,2,1,2,36.18827157,-115.1798601,1,63,0.03,1,las_vegas_nv_r01,6.617047716179307,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89107,2,1,2,36.16811028,-115.22742035,1,63,0.03,1,las_vegas_nv_r01,6.130475950052666,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89108,23,3,15,36.20975830466667,-115.22692792,2,63,0.37,1,las_vegas_nv_r01,9.95817433203171,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89109,6,2,5,36.129263576,-115.16580102,2,63,0.1,1,las_vegas_nv_r01,1.24003649904099,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89110,19,2,15,36.17295685366666,-115.06123887666668,2,63,0.3,1,las_vegas_nv_r01,11.707883325011228,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89113,32,8,16,36.05771420588542,-115.25368431276041,5,63,0.51,1,las_vegas_nv_r01,10.331142311756864,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89115,33,3,23,36.23278204152174,-115.08014584782607,2,63,0.52,1,las_vegas_nv_r01,14.609864436402132,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89117,29,5,20,36.14316772505,-115.29301735050001,2,63,0.46,1,las_vegas_nv_r01,10.310919763605373,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89118,9,1,9,36.06949785222222,-115.212558,1,63,0.14,1,las_vegas_nv_r01,7.224942549164658,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89119,19,3,13,36.092141489615386,-115.13449068076922,2,63,0.3,1,las_vegas_nv_r01,5.744509462525282,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89120,15,2,13,36.08862103538461,-115.08840802307692,2,63,0.24,1,las_vegas_nv_r01,9.328845501210386,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89121,21,3,14,36.11140861952381,-115.08718800357143,2,63,0.33,1,las_vegas_nv_r01,8.521443594933977,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89122,7,1,7,36.108632445714285,-115.04632444285714,1,63,0.11,1,las_vegas_nv_r01,12.178186389600182,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89123,20,4,15,36.03333851483333,-115.15029678833334,4,63,0.32,1,las_vegas_nv_r01,10.93253057866357,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89128,17,5,12,36.1957364275,-115.26722821666665,4,63,0.27,1,las_vegas_nv_r01,10.832871040317274,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89129,36,3,25,36.2297340236,-115.28846418533334,3,63,0.57,1,las_vegas_nv_r01,14.884104720353514,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89130,13,2,10,36.251951795000004,-115.22595558999998,2,63,0.21,1,las_vegas_nv_r01,14.315826694497199,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89131,34,3,24,36.305315209652775,-115.2393785548611,3,63,0.54,1,las_vegas_nv_r01,20.351088689075066,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89134,25,4,17,36.20292589372549,-115.31147453529412,3,63,0.4,1,las_vegas_nv_r01,14.42778007711591,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89135,60,5,32,36.11775821740625,-115.3291211515625,3,63,0.95,1,las_vegas_nv_r01,13.485805198862844,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89138,33,4,21,36.179368393333334,-115.3560568452381,2,63,0.52,1,las_vegas_nv_r01,16.812848360002306,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89139,12,1,12,36.0344571525,-115.21447118333333,1,63,0.19,1,las_vegas_nv_r01,10.94474768267407,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89141,28,2,22,36.002058930909094,-115.21977897727274,2,63,0.44,1,las_vegas_nv_r01,14.544525416971574,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89142,3,1,3,36.148630493333336,-115.03101643333333,1,63,0.05,1,las_vegas_nv_r01,13.523952695757142,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89143,15,3,10,36.322303532166664,-115.29563864500001,2,63,0.24,1,las_vegas_nv_r01,23.905895827557814,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89144,17,2,14,36.17813766357143,-115.32782071071428,2,63,0.27,1,las_vegas_nv_r01,14.396224373638761,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89145,15,4,9,36.16483528037037,-115.26491084814815,4,63,0.24,1,las_vegas_nv_r01,8.647177316778315,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89146,6,2,5,36.14468609,-115.22121669999999,1,63,0.1,1,las_vegas_nv_r01,4.135919691854208,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89147,26,5,16,36.11268238529166,-115.28197004416667,3,63,0.41,1,las_vegas_nv_r01,9.367704661354775,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89148,30,3,20,36.07141478175,-115.2963749125,3,63,0.48,1,las_vegas_nv_r01,12.277951442473713,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89149,26,3,19,36.272319879824565,-115.28939826929826,3,63,0.41,1,las_vegas_nv_r01,18.7585612391111,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89151,1,1,1,36.14643167,-115.2311981,1,63,0.02,1,las_vegas_nv_r01,5.033344492132074,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89156,3,1,3,36.20281200333333,-115.0208702,1,63,0.05,1,las_vegas_nv_r01,16.456488017557056,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89158,1,1,1,36.10877148,-115.1730726,1,63,0.02,1,las_vegas_nv_r01,2.2988898902852344,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89161,1,1,1,36.28090027,-115.3343877,1,63,0.02,1,las_vegas_nv_r01,21.887815032014334,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89169,1,1,1,36.13526628,-115.127066,1,63,0.02,1,las_vegas_nv_r01,4.772541588412556,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89178,16,2,14,36.01539639,-115.28737943928571,2,63,0.25,1,las_vegas_nv_r01,15.898158555752032,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89179,9,2,8,35.99179266125,-115.25701846874999,2,63,0.14,1,las_vegas_nv_r01,16.745246357435395,4,35.81712093853938,13.080881142259372,0.23
"Las Vegas, NV",89183,22,4,15,35.99564671222222,-115.15215422555555,2,63,0.35,1,las_vegas_nv_r01,15.005999526381917,4,35.81712093853938,13.080881142259372,0.23
"Los Angeles, CA",90001,13,2,11,33.972713375000005,-118.24844125909091,2,70,0.19,5,los_angeles_ca_r05,14.193887581769616,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90002,12,2,9,33.949466834999996,-118.2515390388889,2,70,0.17,5,los_angeles_ca_r05,15.984518017748249,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90003,9,3,7,33.96104858619048,-118.27226162380953,2,70,0.13,5,los_angeles_ca_r05,13.830728916511106,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90004,14,2,12,34.07588878916667,-118.31078437916666,2,70,0.2,5,los_angeles_ca_r05,4.279730431976499,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90005,5,1,5,34.059496264,-118.30265927999999,1,70,0.07,5,los_angeles_ca_r05,4.877507581884306,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90006,13,2,12,34.048542325,-118.29658859999999,2,70,0.19,5,los_angeles_ca_r05,5.693202968210786,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90007,6,1,6,34.02882645666667,-118.28916195,1,70,0.09,5,los_angeles_ca_r05,7.2772754865365155,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90008,15,2,13,34.008897838461536,-118.34154055384616,2,70,0.21,5,los_angeles_ca_r05,6.330342740984357,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90010,34,7,15,34.06173977016667,-118.30842831166666,2,70,0.49,5,los_angeles_ca_r05,4.32419633320554,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90011,12,2,11,34.014301011363635,-118.2604323090909,2,70,0.17,5,los_angeles_ca_r05,10.377633012763953,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90012,4,1,4,34.0739571925,-118.160269725,1,70,0.06,4,los_angeles_ca_r04,38.75795581674845,7,60.063811034516114,29.79300571181431,41.74
"Los Angeles, CA",90015,5,2,4,34.044928354999996,-118.2721763375,1,70,0.07,5,los_angeles_ca_r05,7.961040130876549,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90016,12,1,12,34.02759163666666,-118.35410711666667,1,70,0.17,5,los_angeles_ca_r05,4.125929998585751,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90017,1,1,1,33.9889902,-118.169276,1,70,0.01,4,los_angeles_ca_r04,35.99406754177275,7,60.063811034516114,29.79300571181431,41.74
"Los Angeles, CA",90018,18,3,14,34.027972396785714,-118.31650190119048,2,70,0.26,5,los_angeles_ca_r05,5.422285697936875,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90019,28,3,19,34.04864713447368,-118.3403366859649,2,70,0.4,5,los_angeles_ca_r05,2.2504213165616545,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90020,12,2,11,34.066013612272734,-118.2996487318182,2,70,0.17,5,los_angeles_ca_r05,5.122516946663595,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90021,1,1,1,34.02236917,-118.2393065,1,70,0.01,5,los_angeles_ca_r05,11.671944632698885,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90022,17,3,12,34.022240430000004,-118.15911706944445,2,70,0.24,5,los_angeles_ca_r05,18.67614059917282,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90023,6,1,6,34.02473941666667,-118.19141493333332,1,70,0.09,5,los_angeles_ca_r05,15.733870188189616,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90024,10,2,9,34.05973333722222,-118.43513790555555,2,70,0.14,5,los_angeles_ca_r05,7.380874620898621,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90025,19,3,16,34.047772047916666,-118.438481340625,2,70,0.27,5,los_angeles_ca_r05,7.896070287671256,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90026,19,2,16,34.0838070125,-118.259265196875,2,70,0.27,5,los_angeles_ca_r05,9.091470424387008,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90027,8,1,8,34.10694826625,-118.287746375,1,70,0.11,5,los_angeles_ca_r05,7.791925793659511,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90028,8,2,7,34.100761518571424,-118.33073251428571,1,70,0.11,5,los_angeles_ca_r05,4.602688869967071,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90029,23,7,11,34.08785852681818,-118.29466483181818,2,70,0.33,5,los_angeles_ca_r05,6.1450917452567735,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90031,6,1,6,34.07799264333333,-118.21789036666667,1,70,0.09,5,los_angeles_ca_r05,12.736810902028393,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90032,9,2,8,34.072999125624996,-118.2075875875,1,70,0.13,5,los_angeles_ca_r05,13.631310563864092,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90033,9,1,9,34.05264887,-118.20655562222221,1,70,0.13,5,los_angeles_ca_r05,13.761860304817938,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90034,24,3,21,34.02788988571429,-118.40489352063493,2,70,0.34,5,los_angeles_ca_r05,6.137742864018772,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90035,25,2,22,34.05350818522727,-118.38566248636363,2,70,0.36,5,los_angeles_ca_r05,3.0660596478304583,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90036,9,2,7,34.074179472857146,-118.35126877857144,1,70,0.13,5,los_angeles_ca_r05,1.1171770010995332,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90037,8,2,7,33.99864195857143,-118.28674140714286,2,70,0.11,5,los_angeles_ca_r05,9.683431066909552,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90038,2,1,2,34.08752785,-118.3102241,1,70,0.03,5,los_angeles_ca_r05,4.861948483910353,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90039,10,2,9,34.10920297388889,-118.26129113333334,2,70,0.14,5,los_angeles_ca_r05,9.967519991103375,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90040,3,1,3,34.003554326666666,-118.15749799999999,1,70,0.04,4,los_angeles_ca_r04,35.40789987397854,7,60.063811034516114,29.79300571181431,41.74
"Los Angeles, CA",90041,10,2,9,34.13488887166667,-118.20775972777778,2,70,0.14,5,los_angeles_ca_r05,15.663021996269665,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90042,22,3,19,34.114097924385966,-118.19198246666666,2,70,0.31,5,los_angeles_ca_r05,16.006247372153897,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90043,26,3,19,33.98853879675439,-118.33714883333333,3,70,0.37,5,los_angeles_ca_r05,8.629610013495796,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90044,17,3,15,33.944331154000004,-118.29186458666666,2,70,0.24,5,los_angeles_ca_r05,14.602143089241752,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90045,14,2,12,33.96657978625,-118.40447805000001,2,70,0.2,5,los_angeles_ca_r05,11.815263364325645,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90046,15,3,12,34.10364939736111,-118.36727629166667,3,70,0.21,5,los_angeles_ca_r05,4.472250091006118,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90047,28,2,24,33.958393262291665,-118.310689775,2,70,0.4,5,los_angeles_ca_r05,12.512019286162852,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90048,13,2,12,34.07526253125,-118.37391284166667,2,70,0.19,5,los_angeles_ca_r05,2.0838991962226183,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90049,28,2,23,34.06379031065217,-118.47907232173914,2,70,0.4,5,los_angeles_ca_r05,11.40758341832377,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90056,5,2,4,33.9839756025,-118.372733475,1,70,0.07,5,los_angeles_ca_r05,9.118213581762017,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90057,4,1,4,34.0681218575,-118.277124075,1,70,0.06,5,los_angeles_ca_r05,7.205269380418486,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90058,5,3,3,33.997433453333336,-118.20078273333333,1,70,0.07,5,los_angeles_ca_r05,16.07797617979181,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90059,37,5,23,33.91076353921739,-118.25421966913044,2,70,0.53,3,los_angeles_ca_r03,5.625858678724675,1,14.202623083867417,9.914240881296045,-96.69
"Los Angeles, CA",90061,12,3,9,33.920034720185186,-118.27237133333334,2,70,0.17,5,los_angeles_ca_r05,17.80648980144628,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90062,14,1,14,34.000990772142856,-118.30882588571428,1,70,0.2,5,los_angeles_ca_r05,8.273561258765751,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90063,12,2,11,34.03724046772727,-118.1922596409091,2,70,0.17,5,los_angeles_ca_r05,15.321935031673695,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90064,10,1,10,34.034156321,-118.43098916,1,70,0.14,5,los_angeles_ca_r05,7.760978460161947,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90065,21,2,18,34.11405759388889,-118.22669760000001,2,70,0.3,5,los_angeles_ca_r05,13.047998033111028,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90066,19,2,16,34.0110007821875,-118.43610159375,1,70,0.27,5,los_angeles_ca_r05,9.54750521281393,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90067,3,1,3,34.05558799666667,-118.40992973333334,1,70,0.04,5,los_angeles_ca_r05,5.138868984888661,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90068,15,3,13,34.124016830512815,-118.34055817179487,2,70,0.21,5,los_angeles_ca_r05,6.734402087564296,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90069,8,1,8,34.08737284875,-118.3822550125,1,70,0.11,5,los_angeles_ca_r05,3.543555208766516,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90071,4,3,2,34.04969687,-118.2544621,1,70,0.06,5,los_angeles_ca_r05,9.432005757638164,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90077,9,3,7,34.10837669,-118.4501741,2,70,0.13,5,los_angeles_ca_r05,10.002043915799932,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90094,3,1,3,33.971536119999996,-118.42158596666667,1,70,0.04,5,los_angeles_ca_r05,12.028165255073375,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90201,21,2,17,33.971336112352944,-118.18339580882353,2,70,0.3,5,los_angeles_ca_r05,18.93611760869457,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90210,24,3,15,34.093474205444444,-118.40979865777778,2,70,0.34,5,los_angeles_ca_r05,5.958145945959057,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90211,4,1,4,34.066673357499994,-118.384766825,1,70,0.06,5,los_angeles_ca_r05,2.72912149158392,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90212,16,2,12,34.06259755,-118.39914893333332,2,70,0.23,5,los_angeles_ca_r05,4.051691061928929,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90220,18,2,14,33.8908040675,-118.24399672857143,2,70,0.26,5,los_angeles_ca_r05,21.887037210741962,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90221,13,1,13,33.90006536846154,-118.20556715384616,1,70,0.19,5,los_angeles_ca_r05,22.924027347683058,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90222,8,2,7,33.90989140285714,-118.23791845000001,2,70,0.11,4,los_angeles_ca_r04,41.12777150006093,7,60.063811034516114,29.79300571181431,41.74
"Los Angeles, CA",90230,18,2,16,33.996682031875,-118.396964253125,2,70,0.26,5,los_angeles_ca_r05,8.483169162387556,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90232,13,1,13,34.018433909230765,-118.39902054615385,1,70,0.19,5,los_angeles_ca_r05,6.536419601303527,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90240,16,2,14,33.955379865000005,-118.11706167142857,2,70,0.23,5,los_angeles_ca_r05,25.09341660727512,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90241,15,3,11,33.94328986742425,-118.13870705151515,3,70,0.21,5,los_angeles_ca_r05,24.095696534172948,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90242,7,1,7,33.92576351428571,-118.15008084285715,1,70,0.1,4,los_angeles_ca_r04,33.09300485551547,7,60.063811034516114,29.79300571181431,41.74
"Los Angeles, CA",90245,14,3,9,33.93564972962963,-118.39592027777778,3,70,0.2,5,los_angeles_ca_r05,14.830153350178211,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90247,12,2,10,33.891317365999996,-118.296131855,2,70,0.17,5,los_angeles_ca_r05,20.033189928322784,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90248,4,1,4,33.8714101425,-118.2958166,1,70,0.06,4,los_angeles_ca_r04,46.63199616186248,7,60.063811034516114,29.79300571181431,41.74
"Los Angeles, CA",90249,11,2,9,33.90572922444445,-118.31767232777777,2,70,0.16,5,los_angeles_ca_r05,18.011233115362682,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90250,28,3,20,33.911913871500005,-118.35342725749999,2,70,0.4,5,los_angeles_ca_r05,16.988217437222925,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90254,16,3,13,33.86197384012821,-118.39453750128206,2,70,0.23,5,los_angeles_ca_r05,22.830030207838217,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90255,10,2,9,33.978387626111115,-118.2114398388889,2,70,0.14,5,los_angeles_ca_r05,16.36180722255004,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90260,8,2,7,33.891633125714286,-118.34974811428572,1,70,0.11,5,los_angeles_ca_r05,19.24916799649087,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90262,15,2,14,33.92587331678571,-118.20190521785715,2,70,0.21,5,los_angeles_ca_r05,20.929862655989414,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90265,4,2,3,34.03479543833333,-118.85226736666668,1,70,0.06,5,los_angeles_ca_r05,45.91225274184603,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90266,17,3,13,33.892283823205126,-118.40224842051283,2,70,0.24,5,los_angeles_ca_r05,19.65416800338677,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90270,5,1,5,33.990279564000005,-118.19448176,1,70,0.07,5,los_angeles_ca_r05,16.968074791095063,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90274,18,2,15,33.774437660333334,-118.36967831,2,70,0.26,5,los_angeles_ca_r05,32.301555070646685,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90275,15,3,10,33.76510815866667,-118.37807309499999,2,70,0.21,3,los_angeles_ca_r03,14.202623083867417,1,14.202623083867417,9.914240881296045,-96.69
"Los Angeles, CA",90277,21,2,19,33.82773444789474,-118.38333783157896,2,70,0.3,5,los_angeles_ca_r05,26.474928507966915,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90278,21,2,15,33.870471302666665,-118.37143456333334,2,70,0.3,5,los_angeles_ca_r05,21.64720426889548,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90280,17,3,13,33.94410172935898,-118.20028554102564,2,70,0.24,5,los_angeles_ca_r05,19.590714877017056,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90291,14,2,13,33.99559538538462,-118.46094346153846,1,70,0.2,5,los_angeles_ca_r05,12.406021723348902,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90292,16,2,13,33.97991169346154,-118.45078996538463,2,70,0.23,5,los_angeles_ca_r05,12.899890851685083,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90293,13,3,10,33.95724079116667,-118.43941468999999,2,70,0.19,5,los_angeles_ca_r05,14.245658279817222,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90301,7,1,7,33.953855468571426,-118.35468949999999,1,70,0.1,5,los_angeles_ca_r05,12.32380888118957,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90302,6,1,6,33.976469208333334,-118.34548476666667,1,70,0.09,5,los_angeles_ca_r05,9.850258066259215,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90303,12,2,9,33.93775196222222,-118.32949185555556,2,70,0.17,5,los_angeles_ca_r05,14.312462304633463,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90304,9,2,7,33.93279285642858,-118.36155071428571,2,70,0.13,5,los_angeles_ca_r05,14.677308793890573,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90305,6,1,6,33.95972080166667,-118.32942073333334,1,70,0.09,5,los_angeles_ca_r05,11.911591385906398,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90402,9,1,9,34.03659366777778,-118.50511880000002,1,70,0.13,5,los_angeles_ca_r05,14.157525046612024,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90403,7,2,6,34.03337140833333,-118.48813708333334,1,70,0.1,5,los_angeles_ca_r05,12.729803544105788,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90404,12,2,10,34.0286205585,-118.47252026000001,2,70,0.17,5,los_angeles_ca_r05,11.525974908039458,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90405,19,2,16,34.00887585,-118.47188842187501,2,70,0.27,5,los_angeles_ca_r05,12.411665911364004,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90501,20,3,17,33.81985846617647,-118.31378464117647,3,70,0.29,5,los_angeles_ca_r05,27.490726370339605,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90502,8,2,7,33.825409296428575,-118.29305239285713,2,70,0.11,4,los_angeles_ca_r04,47.08393801440614,7,60.063811034516114,29.79300571181431,41.74
"Los Angeles, CA",90503,24,3,22,33.83991049651515,-118.35165179848485,3,70,0.34,5,los_angeles_ca_r05,24.995995329998863,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90504,18,3,15,33.87058930422222,-118.32926763777778,2,70,0.26,5,los_angeles_ca_r05,21.714941549604546,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90505,27,6,17,33.80996285941177,-118.35159175098039,2,70,0.39,5,los_angeles_ca_r05,28.32582945630683,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90601,9,1,9,33.99369764222222,-118.04628153333334,1,70,0.13,4,los_angeles_ca_r04,25.401194244045072,7,60.063811034516114,29.79300571181431,41.74
"Los Angeles, CA",90602,5,1,5,33.965278838,-118.03012282,1,70,0.07,4,los_angeles_ca_r04,22.92849701607998,7,60.063811034516114,29.79300571181431,41.74
"Los Angeles, CA",90603,14,2,13,33.94404798153846,-117.99279953076923,1,70,0.2,4,los_angeles_ca_r04,18.992297937827853,7,60.063811034516114,29.79300571181431,41.74
"Los Angeles, CA",90604,19,2,16,33.92907714375,-118.01215081875,2,70,0.27,4,los_angeles_ca_r04,20.457357140312396,7,60.063811034516114,29.79300571181431,41.74
"Los Angeles, CA",90605,20,2,16,33.944044728125,-118.03579421875,2,70,0.29,4,los_angeles_ca_r04,22.874029489554804,7,60.063811034516114,29.79300571181431,41.74
"Los Angeles, CA",90606,17,4,11,33.98184206727273,-118.06617434318181,2,70,0.24,5,los_angeles_ca_r05,28.187499669050727,8,56.245535894640916,17.539497650664273,61.81
"Los Angeles, CA",90620,25,3,19,33.83851706342105,-118.01270042543861,2,70,0.36,4,los_angeles_ca_r04,21.666442130089248,7,60.063811034516114,29.79300571181431,41.74
"Los Angeles, CA",90621,4,1,4,33.874707137499996,-117.993475125,1,70,0.06,4,los_angeles_ca_r04,18.88170289948141,7,60.063811034516114,29.79300571181431,41.74
"Los Angeles, CA",90623,12,2,10,33.848695214,-118.04281494,2,70,0.17,4,los_angeles_ca_r04,23.97277668921195,7,60.063811034516114,29.79300571181431,41.74
"Los Angeles, CA",90630,19,4,12,33.82663491541667,-118.04434534375001,3,70,0.27,4,los_angeles_ca_r04,24.866702580714932,7,60.063811034516114,29.79300571181431,41.74
